"VaR","ES"
-0.0135129953429238,-0.0181108549231302
-0.0133042431791559,-0.0176767624703588
-0.0151026102197895,-0.0189023821926941
-0.014144210886486,-0.0192397816544775
-0.0137060059938468,-0.0192155995336175
-0.0137032635655219,-0.0187037906808549
-0.0143177231288935,-0.0190070037302247
-0.0137225478059092,-0.019282367517174
-0.013928465151009,-0.0193755865304815
-0.0144037122924704,-0.018858051243344
-0.0136034691992618,-0.0185157550416698
-0.0143981752126336,-0.0190397270257192
-0.01565319977051,-0.0199097629040297
-0.014923560999797,-0.0201466809599426
-0.0144080161407657,-0.0196064128214011
-0.0141022921398419,-0.0191658221773747
-0.0144570089965706,-0.0204018447399112
-0.0145893483480391,-0.0198875033425689
-0.0143593409925542,-0.019344764734807
-0.0142508923942653,-0.0188136403531463
-0.0140123120360677,-0.0184863459126721
-0.0137247937018471,-0.0181061467398035
-0.0137965400199806,-0.0186810761057502
-0.014926198947322,-0.0191619367433616
-0.0140461771034622,-0.0191252502600685
-0.0168024246141854,-0.0216883282155615
-0.016407515031277,-0.0216068759079425
-0.0160949782623719,-0.0210110944288501
-0.0155990716329066,-0.020480293911938
-0.0153356766359953,-0.0212780793474232
-0.0154858935349896,-0.0215787924651152
-0.0172524777550719,-0.0215423593318172
-0.0166224306178629,-0.022710522732253
-0.0161421428075364,-0.0214816874243877
-0.016132667830007,-0.0220892614422091
-0.0157678939184239,-0.02094136772808
-0.0170378688518046,-0.0228741592100907
-0.0173767339202926,-0.0222006295064607
-0.0161791314162685,-0.0219053825502144
-0.0158521360047217,-0.0216507641650566
-0.0153148385572547,-0.0207214848630917
-0.0149411141620506,-0.0198965264571881
-0.0143655277530807,-0.0194436303283458
-0.0146425542113633,-0.0204117801131645
-0.0144360254716665,-0.0199099226748582
-0.0145336903197147,-0.020038257827733
-0.0141432829571049,-0.019201725221373
-0.0144753069668588,-0.0196608410519403
-0.0143167254543962,-0.0197028150150277
-0.0148389579656201,-0.0195142143937766
-0.0149876586901682,-0.0206724563656068
-0.0151661723675103,-0.019871554731335
-0.0144142310098377,-0.019516021568948
-0.0146246095547625,-0.0193408484382547
-0.0140660615916245,-0.0191491900896655
-0.0137906847915663,-0.0190780295787678
-0.0135041087808305,-0.0183773304304836
-0.0135478518058428,-0.0186024735035712
-0.0145492082846188,-0.019901147686811
-0.0152177999205429,-0.02028844374008
-0.0147489178900639,-0.0196637702034628
-0.0149187277156176,-0.0193374580447858
-0.0149049864373962,-0.0206428369995928
-0.01497840549135,-0.0196402324229377
-0.0150897492276699,-0.0196246069775948
-0.0147768860757409,-0.0208787419219813
-0.0148018304146654,-0.0198527303696124
-0.0140816650418771,-0.01923898515129
-0.01444558544854,-0.02002465995289
-0.0143415259280513,-0.0198839699666424
-0.0140751802160586,-0.0195685005579907
-0.0137699428856146,-0.0188042263910187
-0.0144086872641825,-0.0202048341776875
-0.0145882845846087,-0.019993518507878
-0.0143655493471226,-0.0193498036400836
-0.0141144095915218,-0.0193410517899924
-0.0142950407064783,-0.019189803267152
-0.0142527245147303,-0.0198210635358125
-0.0144521700110115,-0.018940397637561
-0.0139832644238741,-0.0191100087585386
-0.014899177839147,-0.0192041479398522
-0.0141209567637315,-0.0190202238721319
-0.0138196708870811,-0.0184800546677436
-0.0136133126256731,-0.0186820977456356
-0.0131749648641312,-0.0180091389835948
-0.013414133767383,-0.017943377852272
-0.0134052425810776,-0.0175973480588724
